D B Malls Private Limited, Real Estate Development Term Loan Facilities #,D C Metals Trading Companies & Distributors Cash Credit Limit CRISIL D,,,,,,,,,,,
Durga Projects AND Infrastructure Private Limited, Real Estate Development Proposed Long-Term Bank Facility #,Working Capital Demand Loan #,Durga Rice Mills Food Products Term Loan Facilities CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Durga Seeds Farm (REGD.) Food Products Cash Credit Limit CRISIL BB Stable,,,,,,,
Durgapur Chemicals Limited, Chemicals Proposed Long-Term Bank Facility CRISIL D,Term Loan Facilities CRISIL D,,,,,,,,,,,
Durgapur Iron and Steel Co Private Limited, Metals & Mining Proposed Cash Credit Limit CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,
Durgashakti Foods Private Limited, Food Products Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Durgashree Bricks Private Limited, Construction Materials Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,,
Durha Vitrak Private Limited, Health Care Providers & Services Term Loan Facilities #,,,,,,,,,,,,
Durian Industries Limited, Household Durables Stand by Line of Credit CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Long Term Bank Loan CRISIL BBB Stable,Proposed Long-Term Bank Facility CRISIL BBB Stable,Letter of Credit Limit CRISIL A3+,,,,,,,,
Duroflex Private Limited, Household Durables Cash Credit Limit CRISIL BBB Stable,Bill Discounting CRISIL BBB Stable,Term Loan Facilities CRISIL BBB Stable,Over Draft CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,Letter of Credit Limit CRISIL A3+,Foreign Letter of Credit CRISIL A3+,,,,,,
Durovalves India Private Limited, Auto Components Proposed Long-Term Bank Facility CRISIL A+ Positive,Cash Credit Limit CRISIL A+ Positive,Bill Discounting Facility CRISIL A1,Letter of Credit Limit CRISIL A1,,,,,,,,,
Durrung Ispat Private Limited, Distributors Cash Credit Limit #,,,,,,,,,,,,
Dutch Tech Tools Private Limited, Machinery Term Loan Facilities #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,
Dutchply Industries Limited, Construction Materials Term Loan Facilities #,Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,
Dutta Agro Products Private Limited, Food Products Cash Credit Limit CRISIL BB- Stable,Proposed Fund-Based Bank Limits CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Dutta Engineering Works Machinery Cash Credit Limit #,Stand by Line of Credit #,Proposed Long-Term Bank Facility #,Long Term Bank Loan #,Bank Guarantee limit #,Letter of Credit Limit #,,,,
Dwarakamai Constructions Private Limited, Construction & Engineering Proposed Long-Term Bank Facility CRISIL BB+ Stable,Secured Overdraft Facility CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Dwarika Balaji Real Estate Development Proposed Long-Term Bank Facility #,,,,,,,,,
Dwarika Projects Limited, Construction & Engineering Cash Credit Limit #,Long Term Bank Loan #,Bank Guarantee limit #,,,,,,,,,,
Dwarka Infraventures Private Limited, Real Estate Development Long Term Bank Loan CRISIL BB- Stable,,,,,,,,,,,,
Dwarka Knitting Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Dwarka Roofing Private Limited, Metals & Mining Proposed Term Loan CRISIL B Stable,Proposed Cash Credit Limit CRISIL B Stable,Dwarkadas Chandumal Textiles- Apparel & Luxury Goods Cash Credit Limit #,,,,,,,,,,
Dwarkadhish Sakhar Karkhana Limited, Food Products Long Term Bank Loan #,Cash Credit Limit #,Dyavappanavar-Valasang Educational & Academic Trust Diversified Consumer Services Term Loan Facilities #,,,,,,,,,,
Dyna Automation Private Limited, Distributors Buyers Credit CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Buyers Credit Limit CRISIL A3,,,,,,,,,
Dyna-K Automotive Stampings Private Limited, Auto Components Term Loan Facilities CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Letter of Credit Limit CRISIL A4+,,,,,,,,
Dynamic (C G) Equipments Private Limited, Specialty Retail Electronic Dealer Financing Scheme CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Dynamic Building Concepts Private Limited, Construction Materials Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Long Term Bank Loan CRISIL BB- Stable,,,,,,,,,,
Dynamic Cables Private Limited, Electrical Equipment Cash Credit Limit #,Long Term Bank Loan #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,,
Dynamic Electricals and Switchgear Private Limited, Electrical Equipment Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Dynamic Flow Products Private Limited, Energy Equipment & Services Foreign Bill Purchase CRISIL BB+ Stable,,,,,,,,,,,,
Dynamic Industries Limited, Chemicals Proposed Long-Term Bank Facility #,Rupee Term Loans #,Cash Credit Limit #,Export Packing Credit limits #,Letter of Credit Limit #,Bank Guarantee limit #,Bill Discounting Facility #,,,,,,
Dynamic Mega Mart Private Limited, Distributors Cash Credit Limit CRISIL BB Stable,,,,,,,,,,,,
Dynamic Polycoats Private Limited, Distributors Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,,
Dynamic Techno Medicals Private Limited, Health Care Equipment & Supplies Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Packing Credits CRISIL A3,Foreign Bill Discounting CRISIL A3,Bank Guarantee limit CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,
Dynamix Chains Manufacturing Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL D,Working Capital Demand Loan CRISIL D,Funded Interest Term Loan CRISIL D,Term Loan Facilities CRISIL D,Packing Credits CRISIL A4,Post Shipment Credit CRISIL A4,,,,,,,
Dynasty Auto Private Limited, Specialty Retail Proposed Long-Term Bank Facility #,Channel Financing (LT) #,Cash Credit Limit #,,,,,,,,,,
Dynasty Promoters Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Dynasty Traders Private Limited, Distributors Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,,
